t,track_id,class_name,tip_x_mm,tip_y_mm,tip_z_mm,n_neighbours,plane_rms_mm,clearance_mm
1787165533.192,132,UNKNOWN,92.92,-18.75,18.46,585,3.81,4.70
1787165533.192,133,Prograsp_Forceps_Right,90.01,7.16,10.60,538,4.51,1.90
1787165533.299,131,Prograsp_Forceps_Right,92.06,-4.42,10.94,492,4.22,2.15
1787165533.299,132,UNKNOWN,93.24,-20.41,19.24,593,2.85,5.33
1787165533.299,133,Large_Needle_Driver_Left,88.96,8.71,8.29,887,4.12,0.91
1787165533.413,131,Prograsp_Forceps_Right,90.14,-7.86,13.28,907,3.06,-5.06
1787165533.413,132,UNKNOWN,93.57,-22.10,20.03,1160,4.25,1.15
1787165533.413,133,Large_Needle_Driver_Left,92.36,9.72,8.22,708,1.98,-7.70
1787165533.670,131,Prograsp_Forceps_Right,87.94,-4.95,11.46,897,3.97,2.19
1787165533.670,132,UNKNOWN,94.28,-25.80,21.76,708,2.17,4.41
1787165533.670,133,Large_Needle_Driver_Left,87.54,14.58,5.23,898,3.15,1.46
1787165533.687,131,Prograsp_Forceps_Right,88.26,-4.11,12.31,930,4.20,2.12
1787165533.687,132,UNKNOWN,94.29,-25.86,21.79,709,2.17,4.38
1787165533.687,133,Large_Needle_Driver_Left,85.21,16.14,4.79,821,2.83,2.46
1787165533.876,131,Monopolar_Curved_Scissors,84.13,-3.35,10.66,927,4.21,5.32
1787165533.876,132,UNKNOWN,94.87,-28.87,23.20,922,2.19,1.64
1787165533.876,133,Large_Needle_Driver_Left,84.72,19.25,4.46,1376,3.17,4.19
1787165533.980,131,Monopolar_Curved_Scissors,82.86,-5.26,9.75,904,3.23,8.92
1787165533.980,132,UNKNOWN,95.16,-30.38,23.91,1259,3.15,-1.12
1787165533.980,133,Large_Needle_Driver_Left,84.74,19.79,4.82,1239,3.26,3.09
1787165534.083,131,Monopolar_Curved_Scissors,82.82,-6.86,8.51,1074,3.22,6.23
1787165534.083,132,UNKNOWN,95.44,-31.82,24.58,1410,3.34,-3.37
1787165534.083,133,Bipolar_Forceps,84.66,19.45,5.16,1440,3.17,4.30
1787165534.215,131,Monopolar_Curved_Scissors,83.44,-8.19,7.12,1082,3.56,6.07
1787165534.215,133,Large_Needle_Driver_Left,84.94,11.54,7.15,1472,3.16,4.44
1787165534.315,131,Monopolar_Curved_Scissors,84.13,-8.56,6.38,914,3.35,5.20
1787165534.315,133,Large_Needle_Driver_Left,85.34,7.86,9.14,1084,2.54,1.63
1787165534.437,131,Monopolar_Curved_Scissors,84.48,-8.66,9.31,238,4.44,-2.30
1787165534.437,133,Large_Needle_Driver_Left,85.54,3.82,15.09,261,4.49,5.11
1787165534.544,131,Monopolar_Curved_Scissors,89.52,-10.57,13.08,411,3.28,2.81
1787165534.544,133,Large_Needle_Driver_Left,85.65,0.54,20.80,323,2.81,9.60
1787165534.669,131,Monopolar_Curved_Scissors,93.16,-11.43,15.72,438,3.36,-2.84
1787165534.669,133,Large_Needle_Driver_Left,85.72,-1.14,24.63,274,2.50,10.57
1787165534.799,133,Large_Needle_Driver_Left,79.02,-1.76,24.47,987,2.68,-2.52
1787165535.027,131,Monopolar_Curved_Scissors,95.96,-13.62,15.47,67,2.16,-16.69
1787165535.027,133,Large_Needle_Driver_Left,74.67,-2.09,24.36,1049,3.57,-7.94
1787165535.149,133,Large_Needle_Driver_Left,74.44,-1.95,24.61,1072,2.71,0.03
1787165535.361,134,Large_Needle_Driver_Left,75.38,-0.45,24.17,218,1.56,-7.55
1787165535.520,134,Large_Needle_Driver_Left,75.38,-0.53,24.23,79,1.34,-7.35
1787165535.617,134,Large_Needle_Driver_Left,75.38,-0.68,24.29,81,1.03,-7.12
1787165535.736,134,Large_Needle_Driver_Left,75.38,-1.06,23.52,95,1.18,-6.03
1787165535.846,134,Large_Needle_Driver_Left,75.38,-1.14,23.44,52,0.73,-8.03
1787165535.955,134,Large_Needle_Driver_Left,89.89,-2.21,9.72,221,1.57,-11.64
1787165536.057,134,Large_Needle_Driver_Left,81.99,0.28,6.37,295,2.09,13.97
1787165536.143,134,Large_Needle_Driver_Left,78.58,2.14,8.70,363,2.39,11.02
1787165536.322,134,Large_Needle_Driver_Left,76.59,6.89,7.93,199,1.78,10.52
1787165536.529,134,Large_Needle_Driver_Left,79.87,5.20,16.45,397,1.90,-13.73
1787165536.662,134,Large_Needle_Driver_Left,80.54,-2.38,18.14,178,0.96,-10.59
1787165536.662,135,Monopolar_Curved_Scissors,96.05,-24.12,-12.36,340,2.66,-2.74
1787165536.880,134,Large_Needle_Driver_Left,80.87,-7.15,18.03,203,1.37,-7.75
1787165536.880,135,Monopolar_Curved_Scissors,93.58,-21.54,-9.97,631,5.09,-2.26
1787165537.082,134,Large_Needle_Driver_Left,85.03,-9.31,19.80,115,2.15,-4.89
1787165537.082,135,Monopolar_Curved_Scissors,92.73,-22.01,-8.47,321,3.02,-1.03
1787165537.388,134,Large_Needle_Driver_Left,84.67,-10.49,20.23,241,2.67,-4.66
1787165537.388,135,Monopolar_Curved_Scissors,92.41,-17.58,-6.56,480,3.36,-1.84
1787165537.500,134,Large_Needle_Driver_Left,110.62,-17.74,28.82,287,3.86,-9.98
1787165537.500,135,Monopolar_Curved_Scissors,92.42,-15.47,-6.16,277,2.86,-1.17
1787165537.628,134,Large_Needle_Driver_Left,97.71,-18.60,26.06,152,1.97,12.94
1787165537.628,135,Monopolar_Curved_Scissors,92.41,-16.66,-2.94,443,4.36,-10.21
1787165537.740,134,Large_Needle_Driver_Left,91.93,-18.54,25.50,50,0.76,12.28
1787165537.740,135,Monopolar_Curved_Scissors,92.42,-17.85,2.13,101,1.62,1.53
1787165537.977,134,Large_Needle_Driver_Left,120.98,-25.30,32.57,598,5.57,-2.96
1787165537.977,135,Monopolar_Curved_Scissors,83.23,-16.83,4.55,100,1.34,7.86
1787165538.090,134,Large_Needle_Driver_Left,129.24,-27.01,34.72,30,0.44,-18.94
1787165538.090,135,Monopolar_Curved_Scissors,84.90,-16.30,-0.53,137,1.52,-6.99
1787165538.217,135,Monopolar_Curved_Scissors,84.01,-15.83,0.15,25,1.43,-4.22
1787165538.475,134,Large_Needle_Driver_Left,92.41,-16.91,26.03,1111,3.58,-6.48
1787165538.475,135,Monopolar_Curved_Scissors,82.26,-14.91,1.48,1280,6.83,-0.17
1787165538.630,134,Large_Needle_Driver_Left,96.56,-19.89,26.08,1154,5.18,-7.52
1787165538.630,135,Monopolar_Curved_Scissors,93.66,-13.44,11.42,1340,5.88,3.19
1787165538.743,134,Large_Needle_Driver_Left,98.25,-20.52,26.03,126,1.42,5.37
1787165538.743,135,Monopolar_Curved_Scissors,95.12,-12.42,12.65,223,2.80,-10.04
1787165538.884,134,Large_Needle_Driver_Left,98.27,-21.07,26.07,233,1.88,7.91
1787165538.884,135,Monopolar_Curved_Scissors,88.22,-12.09,12.09,186,2.80,-12.32
1787165539.006,134,Large_Needle_Driver_Left,94.18,-16.73,24.10,976,3.48,-1.44
1787165539.006,135,Monopolar_Curved_Scissors,87.85,-11.49,13.43,677,1.38,3.81
1787165539.152,134,Large_Needle_Driver_Left,93.33,-12.33,19.45,646,4.64,1.26
1787165539.152,135,Monopolar_Curved_Scissors,91.47,-9.92,16.07,769,4.64,4.50
1787165539.152,136,UNKNOWN,94.22,8.94,10.36,1700,5.80,-1.53
1787165539.265,134,Large_Needle_Driver_Left,92.84,-11.84,18.75,773,4.09,3.15
1787165539.265,135,Monopolar_Curved_Scissors,90.05,-7.81,14.22,843,4.17,5.73
1787165539.265,136,UNKNOWN,92.58,6.95,8.78,1303,4.84,-0.52
1787165539.373,134,Large_Needle_Driver_Left,92.47,-11.47,18.21,679,3.35,2.35
1787165539.373,135,Monopolar_Curved_Scissors,89.51,-7.13,14.55,590,2.67,4.59
1787165539.373,136,Prograsp_Forceps_Right,91.95,7.66,11.04,636,3.90,0.36
1787165539.478,134,Large_Needle_Driver_Left,92.10,-11.10,17.68,537,4.26,1.04
1787165539.478,135,Monopolar_Curved_Scissors,92.31,-4.32,12.26,577,4.95,3.22
1787165539.478,136,Prograsp_Forceps_Right,91.65,9.15,8.99,973,4.94,0.51
1787165539.578,134,Large_Needle_Driver_Left,91.72,-10.72,17.13,795,3.04,0.78
1787165539.578,135,Monopolar_Curved_Scissors,88.74,-3.30,10.31,654,2.75,-6.95
1787165539.578,136,Prograsp_Forceps_Right,99.61,9.11,6.23,270,1.90,14.09
1787165539.834,134,Large_Needle_Driver_Left,104.17,16.92,6.54,433,2.37,-15.84
1787165539.834,135,Monopolar_Curved_Scissors,86.25,-3.14,11.14,1020,3.90,-6.22
1787165539.834,136,Large_Needle_Driver_Left,90.31,14.49,4.84,882,2.39,-4.17
1787165539.948,134,Large_Needle_Driver_Left,91.24,18.86,4.61,1199,3.55,-0.92
1787165539.948,135,Monopolar_Curved_Scissors,87.72,-2.52,12.64,1113,5.45,0.91
1787165539.948,136,Large_Needle_Driver_Left,99.66,20.15,5.15,879,3.95,-6.73
1787165540.084,134,Large_Needle_Driver_Left,90.57,21.76,2.99,1240,3.62,-1.10
1787165540.084,135,Monopolar_Curved_Scissors,88.24,-1.61,10.54,1031,3.64,2.30
1787165540.084,136,Large_Needle_Driver_Left,103.77,23.55,5.70,582,3.70,-9.13
1787165540.186,134,Large_Needle_Driver_Left,90.05,24.01,1.73,1171,3.57,-1.37
1787165540.186,135,Monopolar_Curved_Scissors,85.52,-4.42,10.15,1156,3.95,1.68
1787165540.186,136,Large_Needle_Driver_Left,105.38,24.51,6.28,452,3.91,-1.31
1787165540.289,134,Large_Needle_Driver_Left,89.57,26.10,0.56,1064,3.35,-1.60
1787165540.289,135,Monopolar_Curved_Scissors,85.51,-6.55,9.18,1139,5.43,-2.18
1787165540.289,136,Bipolar_Forceps,106.08,24.26,6.77,330,3.78,-3.54
1787165540.386,134,Large_Needle_Driver_Left,89.12,28.07,-0.54,760,3.25,0.96
1787165540.386,135,Monopolar_Curved_Scissors,85.31,-7.96,7.96,1142,3.55,3.67
1787165540.386,136,Large_Needle_Driver_Left,95.15,14.57,7.86,1363,3.69,-4.85
1787165540.498,134,Large_Needle_Driver_Left,88.57,30.43,-1.87,569,2.98,3.99
1787165540.498,135,Monopolar_Curved_Scissors,85.21,-8.44,7.09,945,3.45,2.81
1787165540.498,136,Large_Needle_Driver_Left,90.00,9.35,9.55,957,2.55,-2.28
1787165540.639,134,Large_Needle_Driver_Left,87.89,33.39,-3.52,578,2.37,5.97
1787165540.639,135,Monopolar_Curved_Scissors,84.05,-8.50,9.86,908,3.98,2.07
1787165540.639,136,Large_Needle_Driver_Left,88.85,4.36,15.85,880,4.14,-1.01
1787165540.785,134,Large_Needle_Driver_Left,87.10,36.80,-5.44,924,3.13,7.68
1787165540.785,135,Monopolar_Curved_Scissors,89.66,-10.69,13.95,452,4.00,4.49
1787165540.785,136,Large_Needle_Driver_Left,88.34,0.27,22.37,443,3.99,6.70
1787165540.926,134,Large_Needle_Driver_Left,86.41,39.80,-7.11,667,2.46,12.89
1787165540.926,135,Monopolar_Curved_Scissors,91.96,-11.34,16.24,96,3.26,-5.13
1787165540.926,136,Large_Needle_Driver_Left,96.24,-1.59,28.64,111,2.64,5.97
1787165541.054,134,Large_Needle_Driver_Left,85.81,42.40,-8.57,434,4.10,4.63
1787165541.054,135,Monopolar_Curved_Scissors,92.51,-13.53,15.04,357,3.36,-8.13
1787165541.054,136,Large_Needle_Driver_Left,99.53,-2.16,31.13,247,3.52,3.85
1787165541.162,134,Large_Needle_Driver_Left,85.26,44.79,-9.91,345,3.95,7.83
1787165541.162,135,Monopolar_Curved_Scissors,92.72,-13.16,15.26,616,4.52,-0.07
1787165541.162,136,Large_Needle_Driver_Left,100.96,-2.40,32.45,270,3.51,1.92
1787165541.297,135,Monopolar_Curved_Scissors,92.83,-13.44,16.58,61,1.90,-14.22
1787165541.297,136,Large_Needle_Driver_Left,101.66,-2.45,33.39,151,1.55,5.92
1787165541.447,135,Monopolar_Curved_Scissors,92.86,-14.66,14.62,57,1.61,-8.02
1787165541.447,136,Large_Needle_Driver_Left,101.96,-1.64,33.65,139,1.32,2.53
1787165541.584,135,Monopolar_Curved_Scissors,92.84,-14.77,12.88,261,2.24,-8.31
1787165541.584,136,Large_Needle_Driver_Left,102.02,-1.45,33.77,126,1.83,12.75
1787165541.861,137,Large_Needle_Driver_Left,101.63,-0.94,32.76,114,1.93,15.67
1787165542.004,137,Large_Needle_Driver_Left,104.59,-1.49,32.57,67,2.24,-3.77
1787165542.004,138,Monopolar_Curved_Scissors,92.59,-15.11,10.42,49,1.16,8.78
1787165542.123,137,Large_Needle_Driver_Left,104.99,-1.58,32.54,42,1.19,-0.99
1787165542.123,138,Monopolar_Curved_Scissors,92.59,-8.75,5.40,35,1.06,-16.17
1787165542.240,137,Large_Needle_Driver_Left,105.38,-1.67,32.52,119,2.45,-3.62
1787165542.240,138,Monopolar_Curved_Scissors,92.59,-7.28,4.08,90,0.98,-17.71
1787165542.380,137,Large_Needle_Driver_Left,105.83,-1.77,32.50,302,3.92,-1.75
1787165542.380,138,Monopolar_Curved_Scissors,92.59,-3.95,3.57,115,2.04,15.03
1787165542.503,137,Large_Needle_Driver_Left,106.25,-1.86,32.47,181,2.72,-2.89
1787165542.503,138,Monopolar_Curved_Scissors,92.59,-6.74,4.30,100,2.25,13.29
1787165542.655,137,Large_Needle_Driver_Left,106.43,4.34,18.36,37,0.28,0.46
1787165542.768,138,Monopolar_Curved_Scissors,92.59,-5.85,4.52,93,1.32,-17.23
1787165542.882,137,Large_Needle_Driver_Left,106.59,9.91,11.27,29,0.52,10.99
1787165542.882,138,Monopolar_Curved_Scissors,92.59,-6.88,5.06,147,2.31,13.08
1787165543.113,137,Large_Needle_Driver_Left,89.51,6.21,17.42,184,1.85,-14.41
1787165543.113,138,Monopolar_Curved_Scissors,85.12,-9.59,17.57,303,2.37,5.92
1787165543.231,137,Large_Needle_Driver_Left,84.44,4.98,19.72,167,1.28,-15.58
1787165543.231,138,Monopolar_Curved_Scissors,82.94,-8.56,18.59,107,1.01,-8.90
1787165543.231,139,Monopolar_Curved_Scissors,92.59,-24.49,-12.25,423,3.49,8.51
1787165543.404,137,Large_Needle_Driver_Left,81.74,5.29,18.98,213,1.36,-14.24
1787165543.404,138,Monopolar_Curved_Scissors,82.39,-7.89,19.98,248,1.47,-2.30
1787165543.404,139,Monopolar_Curved_Scissors,102.02,-25.57,-13.04,336,2.08,-2.19
1787165543.731,137,Large_Needle_Driver_Left,81.81,4.91,21.53,218,1.31,-12.97
1787165543.731,138,Monopolar_Curved_Scissors,82.18,-8.73,19.52,233,1.65,-2.82
1787165543.731,139,Monopolar_Curved_Scissors,109.63,-24.89,-11.32,411,3.51,-2.59
1787165543.921,137,Large_Needle_Driver_Left,74.29,3.32,19.40,260,1.34,-9.56
1787165543.921,138,Monopolar_Curved_Scissors,74.85,-7.64,18.13,220,1.39,-4.12
1787165543.921,139,Monopolar_Curved_Scissors,111.21,-22.57,-10.62,785,5.48,-7.28
1787165544.346,137,Large_Needle_Driver_Left,83.17,3.22,22.47,186,1.25,-12.38
1787165544.346,138,Monopolar_Curved_Scissors,83.71,-9.23,20.53,130,1.84,-4.42
1787165544.346,139,Monopolar_Curved_Scissors,115.88,-26.98,-10.04,600,4.52,-7.53
1787165544.696,137,Large_Needle_Driver_Left,85.65,3.85,22.93,141,1.12,-13.57
1787165544.696,138,Monopolar_Curved_Scissors,86.05,-7.53,18.49,69,1.53,-10.48
1787165544.696,139,Monopolar_Curved_Scissors,128.48,-25.18,-8.19,640,4.64,-5.94
1787165544.910,137,Large_Needle_Driver_Left,85.31,3.90,23.03,166,1.28,-12.60
1787165544.910,138,Monopolar_Curved_Scissors,116.27,-17.88,30.09,619,3.93,10.32
1787165544.910,139,Monopolar_Curved_Scissors,133.38,-22.21,-8.59,319,3.18,-10.92
1787165545.085,138,Monopolar_Curved_Scissors,98.19,-18.50,26.35,113,1.30,8.80
1787165545.085,139,Monopolar_Curved_Scissors,130.09,-23.72,-3.86,217,2.88,-8.83
1787165545.470,137,UNKNOWN,86.64,9.71,13.68,66,0.80,16.59
1787165545.470,138,Monopolar_Curved_Scissors,89.57,-18.09,25.44,57,0.80,12.73
1787165545.470,139,Monopolar_Curved_Scissors,128.46,-25.42,5.89,520,4.17,0.13
1787165545.721,137,UNKNOWN,86.71,11.48,3.33,39,1.01,-0.10
1787165545.721,138,Monopolar_Curved_Scissors,121.37,-25.09,32.87,427,4.43,-4.64
1787165545.721,139,Monopolar_Curved_Scissors,127.74,-26.38,7.56,349,4.08,-0.10
1787165545.839,137,UNKNOWN,86.73,18.64,2.58,165,2.68,2.77
1787165545.839,138,Monopolar_Curved_Scissors,124.15,-26.18,33.91,95,1.38,-16.05
1787165545.839,139,Monopolar_Curved_Scissors,128.46,-26.54,8.78,173,3.45,-8.35
1787165546.152,137,UNKNOWN,86.70,21.47,-0.84,1122,6.21,1.60
1787165546.152,138,UNKNOWN,89.00,-17.90,24.27,1496,3.48,-3.57
1787165546.152,139,Monopolar_Curved_Scissors,100.05,-15.45,12.55,1457,3.17,-5.66
1787165546.152,140,Grasping_Retractor_Right,92.15,45.77,35.95,63,0.81,-16.34
1787165546.305,137,UNKNOWN,86.69,22.83,-2.47,1080,6.30,-4.62
1787165546.305,138,Monopolar_Curved_Scissors,104.78,-21.67,27.85,140,1.32,-13.09
1787165546.305,139,Monopolar_Curved_Scissors,102.34,-13.63,13.87,297,1.93,6.56
1787165546.620,137,UNKNOWN,92.44,1.08,4.47,1387,3.31,-1.06
1787165546.620,138,UNKNOWN,96.52,-6.66,11.19,662,2.97,-8.35
1787165546.620,139,Monopolar_Curved_Scissors,103.29,-14.39,14.35,100,1.49,-17.88
1787165546.655,137,UNKNOWN,92.49,0.98,4.42,1386,3.30,-1.13
1787165546.655,138,UNKNOWN,96.50,-6.54,11.04,671,2.97,-8.14
1787165546.655,139,Monopolar_Curved_Scissors,98.32,-14.55,18.51,149,2.54,-5.08
1787165546.753,137,UNKNOWN,92.00,8.71,9.02,1741,5.52,0.08
1787165546.753,138,UNKNOWN,94.29,-8.02,14.02,868,4.61,3.48
1787165546.753,139,Monopolar_Curved_Scissors,94.78,-11.55,18.08,661,4.66,2.72
1787165546.753,140,Grasping_Retractor_Right,92.15,45.54,36.68,363,4.69,-7.82
1787165546.830,137,UNKNOWN,95.99,7.42,10.24,1150,5.11,-3.24
1787165546.830,138,UNKNOWN,93.99,-7.44,13.35,905,4.69,2.23
1787165546.830,139,Monopolar_Curved_Scissors,99.81,-8.79,18.52,798,5.37,-2.80
1787165546.830,140,Grasping_Retractor_Right,92.15,45.50,36.79,252,2.94,-0.97
1787165546.936,137,UNKNOWN,94.40,6.44,8.79,603,4.14,-2.41
1787165546.936,138,UNKNOWN,95.57,-7.28,12.99,393,3.31,0.22
1787165546.936,139,Monopolar_Curved_Scissors,98.81,-7.79,19.53,392,3.50,-3.41
1787165546.936,140,Grasping_Retractor_Right,92.15,45.46,36.92,210,2.51,-3.81
1787165547.150,137,UNKNOWN,93.47,7.57,11.36,526,4.97,-0.12
1787165547.150,138,Monopolar_Curved_Scissors,94.19,-7.03,13.81,505,3.90,-0.39
1787165547.150,139,Monopolar_Curved_Scissors,96.87,-5.84,21.52,559,3.93,-3.07
1787165547.150,140,Grasping_Retractor_Right,92.15,45.38,37.18,380,5.16,6.32
1787165547.240,137,Large_Needle_Driver_Left,117.00,9.71,7.74,125,3.70,-3.13
1787165547.240,138,Monopolar_Curved_Scissors,90.06,-4.65,10.52,491,4.32,4.43
1787165547.240,139,Monopolar_Curved_Scissors,95.96,-4.93,22.45,489,3.54,-2.20
1787165547.345,137,Large_Needle_Driver_Left,105.75,10.21,8.05,283,2.33,-16.31
1787165547.345,138,Monopolar_Curved_Scissors,89.51,-7.87,13.21,959,3.50,-3.23
1787165547.345,139,Monopolar_Curved_Scissors,94.93,-3.89,23.50,989,3.24,-2.49
1787165547.547,137,Large_Needle_Driver_Left,90.75,15.60,5.44,897,3.36,-0.03
1787165547.547,138,Monopolar_Curved_Scissors,88.62,-4.41,13.11,928,4.20,2.37
1787165547.547,139,Monopolar_Curved_Scissors,89.39,-2.60,14.67,963,4.31,1.71
1787165547.924,137,Large_Needle_Driver_Left,125.41,29.06,6.98,26,1.16,-5.63
1787165547.924,138,Monopolar_Curved_Scissors,85.92,-3.36,11.04,989,3.55,3.69
1787165547.924,139,Monopolar_Curved_Scissors,85.44,-2.83,11.77,1012,3.71,3.98
1787165548.030,138,Monopolar_Curved_Scissors,83.82,-5.37,10.01,927,3.03,7.41
1787165548.030,139,Monopolar_Curved_Scissors,84.25,-2.16,11.72,1115,3.44,5.89
1787165548.124,138,Monopolar_Curved_Scissors,83.47,-6.90,8.76,1093,3.35,6.30
1787165548.124,139,Monopolar_Curved_Scissors,83.20,-1.58,11.68,1411,3.80,5.64
1787165548.222,138,Monopolar_Curved_Scissors,84.21,-7.90,7.26,1170,3.34,5.95
1787165548.222,139,Monopolar_Curved_Scissors,85.04,3.71,10.95,1638,3.34,2.80
1787165548.308,138,Monopolar_Curved_Scissors,84.60,-8.30,9.55,240,4.59,-2.35
1787165548.308,139,Monopolar_Curved_Scissors,85.24,2.75,15.65,270,4.09,4.50
1787165548.529,138,Monopolar_Curved_Scissors,91.58,-10.96,14.09,378,3.00,2.74
1787165548.529,139,Monopolar_Curved_Scissors,85.17,0.56,22.05,250,3.03,10.95
1787165548.545,138,Monopolar_Curved_Scissors,93.47,-11.37,15.66,362,3.04,1.10
1787165548.545,139,Monopolar_Curved_Scissors,85.48,-0.31,24.02,194,2.85,11.18
1787165548.764,139,Monopolar_Curved_Scissors,77.68,-0.61,24.33,900,3.08,-3.30
1787165548.859,138,Monopolar_Curved_Scissors,95.98,-13.46,16.99,36,2.31,-17.01
1787165548.859,139,Monopolar_Curved_Scissors,75.35,-0.80,24.39,971,3.76,-8.60
1787165548.956,138,Monopolar_Curved_Scissors,96.23,-14.85,15.18,31,0.66,-9.78
1787165548.956,139,Monopolar_Curved_Scissors,74.38,-0.38,24.40,1075,2.91,-0.03
1787165549.038,138,Monopolar_Curved_Scissors,96.32,-15.15,13.51,82,1.38,-14.60
1787165549.038,139,Monopolar_Curved_Scissors,75.35,-0.36,24.90,1224,3.30,-2.42
1787165549.199,141,Large_Needle_Driver_Left,77.19,-0.70,24.88,234,1.58,-7.71
1787165549.394,141,Large_Needle_Driver_Left,77.19,-1.12,23.99,79,1.04,-6.59
1787165549.508,141,Large_Needle_Driver_Left,77.19,-1.17,23.87,63,1.29,-6.55
1787165549.774,141,Large_Needle_Driver_Left,92.64,-6.03,7.38,116,1.26,-15.99
